"full_name","a","e","i","om","w","q","ad","per_y","data_arc","condition_code","n_obs_used","n_del_obs_used","n_dop_obs_used","H"
"       (2006 BE55)",1.195,0.4246,2.40,125.25,126.42,0.688,1.70,1.31,6243,0,213,2,2,21.98
"       (2006 BF55)",1.699,0.3936,3.36,306.56,172.29,1.030,2.37,2.21,11,7,28,,,25.70
"       (2006 BJ55)",1.028,0.1283,5.91,307.41,288.87,0.896,1.16,1.04,14,6,35,,,24.20
"       (2006 BL55)",1.458,0.3104,3.88,130.84,25.06,1.005,1.91,1.76,7,8,26,,,24.30
"       (2006 BM55)",2.586,0.7437,1.98,313.79,258.01,0.663,4.51,4.16,8,8,85,,,23.00
"       (2006 BO55)",1.5,0.2516,24.44,288.46,254.00,1.123,1.88,1.84,5679,0,59,,,20.54
"       (2006 BF56)",2.339,0.7991,0.96,125.28,102.60,0.470,4.21,3.58,1,7,34,,,29.60
"       (2006 BR98)",1.198,0.1623,10.02,129.78,7.40,1.003,1.39,1.31,3,7,75,,,26.70
"       (2006 BF99)",1.267,0.3791,42.03,307.17,85.68,0.787,1.75,1.43,2,9,27,,,23.90
"       (2006 BG99)",1.413,0.2869,4.69,131.46,330.04,1.008,1.82,1.68,9,8,21,,,25.70
"       (2006 BH99)",1.651,0.6013,4.03,130.60,84.48,0.658,2.64,2.12,1,7,48,,,27.20
"       (2006 BX139)",1.958,0.3783,5.66,112.11,34.45,1.217,2.70,2.74,4125,0,84,,,20.09
"       (2006 BP147)",1.287,0.2406,5.60,310.81,123.06,0.978,1.60,1.46,5,8,18,,,26.50
"       (2006 BZ147)",1.023,0.0987,1.41,139.83,94.87,0.922,1.12,1.04,587,3,64,,,25.40
"       (2006 CD)",2.013,0.4574,9.09,104.81,302.97,1.092,2.93,2.86,2,9,16,,,20.32
"       (2006 CF)",2.295,0.6793,4.66,111.81,268.90,0.736,3.85,3.48,4920,0,196,2,1,20.30
"       (2006 CK)",1.082,0.2144,5.19,311.06,264.74,0.850,1.31,1.13,1,8,21,,,25.80
"       (2006 CL)",1.663,0.4128,8.15,313.03,151.60,0.977,2.35,2.14,5,8,27,,,25.40
"       (2006 CT)",1.097,0.2306,2.74,285.44,82.80,0.844,1.35,1.15,11315,0,137,3,1,22.28
"       (2006 CU)",1.51,0.4540,3.80,148.71,253.24,0.825,2.20,1.86,4754,0,117,,,22.00
"       (2006 CW)",2.229,0.4905,6.51,144.40,42.16,1.136,3.32,3.33,3745,0,134,,,22.40
"       (2006 CL9)",1.346,0.2366,2.94,139.24,10.04,1.028,1.66,1.56,47,6,142,,,22.80
"       (2006 CT9)",1.194,0.6753,34.80,134.52,149.00,0.388,2.00,1.31,6218,0,83,,,20.43
"       (2006 CW9)",1.305,0.2702,20.88,135.37,318.43,0.952,1.66,1.49,19,8,29,,,24.40
"       (2006 CF10)",1.525,0.3712,18.99,135.84,311.72,0.959,2.09,1.88,3,8,11,,,25.40
"       (2006 CL10)",1.707,0.4455,7.67,101.36,90.30,0.946,2.47,2.23,3268,0,57,,,21.30
"       (2006 CM10)",2.133,0.7010,18.31,143.32,92.08,0.638,3.63,3.11,18,8,68,,,21.70
"       (2006 CN10)",2.784,0.6127,2.54,203.37,340.23,1.078,4.49,4.65,5243,0,163,,,21.23
"       (2006 CT10)",2.889,0.6626,12.89,111.20,30.51,0.975,4.80,4.91,1943,1,53,,,21.20
"       (2006 CU10)",1.477,0.4470,49.32,146.27,130.56,0.817,2.14,1.79,6593,0,68,,,19.90
"       (2006 DL)",2.486,0.7434,4.85,324.60,93.36,0.638,4.33,3.92,13,8,43,,,22.50
"       (2006 DM)",1.355,0.2121,7.07,333.91,177.83,1.068,1.64,1.58,31,7,42,,,24.10
"       (2006 DN)",1.38,0.2758,0.27,96.80,101.06,0.999,1.76,1.62,34,7,153,,,24.50
"       (2006 DU)",1.993,0.4948,4.15,151.81,21.57,1.007,2.98,2.81,6,8,48,,,24.70
"       (2006 DV)",1.956,0.6145,54.75,164.20,93.96,0.754,3.16,2.74,3998,0,74,,,19.64
"       (2006 DX)",1.144,0.1678,6.28,331.12,83.34,0.952,1.34,1.22,4046,0,72,,,23.90
"       (2006 DY)",2.318,0.5740,21.96,162.05,258.32,0.988,3.65,3.53,5147,0,332,,,18.39
"       (2006 DZ)",2.303,0.4364,23.89,342.98,151.76,1.298,3.31,3.49,30,7,40,,,21.00
"       (2006 DA1)",1.57,0.4837,26.65,333.94,248.51,0.810,2.33,1.97,1,8,29,,,24.80
"       (2006 DB1)",2.6,0.5504,10.13,344.07,152.34,1.169,4.03,4.19,6263,0,103,,,21.02
"       (2006 DD1)",2.29,0.6679,8.36,152.91,64.50,0.760,3.82,3.47,1,6,59,,,26.50
"       (2006 DP11)",1.859,0.6982,8.52,21.37,31.19,0.561,3.16,2.53,6366,0,94,,,19.53
"       (2006 DQ14)",1.028,0.0529,6.30,155.29,292.54,0.973,1.08,1.04,5,6,39,,,27.10
"       (2006 DR14)",2.476,0.6586,5.92,333.06,137.09,0.845,4.11,3.9,2,7,41,,,26.10
"       (2006 DT14)",1.911,0.5679,8.66,78.19,178.46,0.826,3.00,2.64,5824,0,63,,,19.75
"       (2006 DD42)",1.99,0.4389,4.75,335.70,171.44,1.117,2.86,2.81,29,7,21,,,23.90
"       (2006 DO62)",1.903,0.5072,1.45,334.90,215.66,0.938,2.87,2.63,,9,11,,,28.53
"       (2006 DP62)",1.513,0.6700,5.43,299.43,98.24,0.499,2.53,1.86,5970,0,51,,,22.25
"       (2006 DQ62)",2.112,0.7025,5.92,218.07,6.78,0.628,3.60,3.07,3518,0,135,,,19.58
"       (2006 DR62)",1.969,0.4471,6.08,154.65,345.58,1.089,2.85,2.76,2,9,24,,,25.30
"       (2006 DS62)",2.27,0.5709,1.89,153.51,38.13,0.974,3.57,3.42,5,8,22,,,26.70
"       (2006 DU62)",1.64,0.7384,16.45,322.07,71.90,0.429,2.85,2.1,6687,0,253,,,17.99
"       (2006 DV62)",2.673,0.5143,36.40,156.81,35.06,1.298,4.05,4.37,65,6,48,,,20.10
"       (2006 DW62)",3.221,0.6478,19.61,345.29,182.87,1.134,5.31,5.78,32,7,51,,,21.20
"       (2006 DM63)",0.6957,0.4971,1.78,336.43,17.43,0.350,1.04,0.58,1,8,19,,,26.70
"       (2006 DO63)",1.455,0.4054,6.23,161.28,66.31,0.865,2.04,1.75,5,8,24,,,25.80
"       (2006 DT63)",2.395,0.4653,4.66,335.48,189.54,1.281,3.51,3.71,51,6,42,,,22.30
"       (2006 DU63)",2.832,0.7295,14.59,153.82,68.24,0.766,4.90,4.77,4,9,21,,,22.70
"       (2006 EA)",3.132,0.6372,24.53,1.17,150.76,1.136,5.13,5.54,83,5,91,,,19.20
"       (2006 EB)",1.811,0.7258,0.69,286.00,120.10,0.496,3.13,2.44,5,9,13,,,22.50
"       (2006 EC)",1.137,0.2173,7.58,347.42,245.81,0.890,1.38,1.21,5,6,56,,,26.62
"       (2006 EE)",1.713,0.3890,8.82,353.59,199.79,1.047,2.38,2.24,8,9,41,,,23.60
"       (2006 EH)",2.682,0.6141,24.53,169.17,281.23,1.035,4.33,4.39,23,7,20,,,20.70
"       (2006 EW)",1.654,0.4026,6.76,158.78,328.03,0.988,2.32,2.13,6232,1,74,,,23.53
"       (2006 EX)",1.106,0.0531,21.46,159.94,40.23,1.047,1.16,1.16,1,9,13,,,25.00
"       (2006 EY)",1.431,0.2776,3.95,350.08,218.26,1.034,1.83,1.71,21,8,40,,,25.15
"       (2006 EB1)",2.143,0.5162,9.25,160.55,5.32,1.037,3.25,3.14,46,7,68,,,23.40
"       (2006 EC1)",2.387,0.7563,10.86,46.35,16.56,0.582,4.19,3.69,5258,0,201,,,18.58
"       (2006 EF1)",1.265,0.3443,13.72,328.16,296.54,0.829,1.70,1.42,6411,2,27,,,22.92
"       (2006 EH1)",2.033,0.5696,5.50,164.16,49.92,0.875,3.19,2.9,1,8,14,,,26.50
"       (2006 EW52)",1.246,0.0959,8.90,343.49,305.18,1.127,1.37,1.39,6543,0,39,,,22.40
"       (2006 EJ53)",2.175,0.4293,23.80,346.11,212.28,1.242,3.11,3.21,17,8,19,,,22.40
"       (2006 EK53)",1.026,0.5181,2.23,5.20,41.17,0.494,1.56,1.04,14,8,26,,,23.03
"       (2006 EF71)",2.436,0.5449,14.71,58.36,195.06,1.109,3.76,3.8,1447,0,170,,,19.00
"       (2006 FH)",2.095,0.5082,3.49,180.73,32.29,1.030,3.16,3.03,27,7,43,,,24.30
"       (2006 FJ)",1.179,0.2876,27.71,187.65,229.21,0.840,1.52,1.28,6644,0,141,,,20.42
"       (2006 FU)",1.521,0.4128,13.96,5.43,233.18,0.893,2.15,1.88,3,8,26,,,25.60
"       (2006 FV)",1.37,0.2320,9.52,180.97,308.79,1.052,1.69,1.6,27,6,29,,,23.10
"       (2006 FW)",1.379,0.3738,13.79,177.90,266.58,0.864,1.89,1.62,5,8,21,,,22.80
"       (2006 FK9)",1.613,0.3320,28.21,177.67,317.15,1.077,2.15,2.05,735,1,57,,,20.91
"       (2006 FL10)",1.544,0.3045,18.78,10.95,88.66,1.074,2.01,1.92,28,7,21,,,21.50
"       (2006 FV33)",2.218,0.5176,19.00,196.57,273.03,1.070,3.37,3.3,4577,0,47,,,20.10
"       (2006 FC35)",1.722,0.3747,21.12,17.71,121.86,1.077,2.37,2.26,6438,0,50,,,21.21
"       (2006 FY35)",1.814,0.3593,21.23,26.36,207.44,1.162,2.47,2.44,6258,0,149,,,19.50
"       (2006 FG36)",2.266,0.5418,10.21,3.01,154.90,1.038,3.49,3.41,6181,0,145,,,18.97
"       (2006 GA)",2.452,0.6176,18.04,188.14,304.89,0.938,3.97,3.84,22,7,28,,,21.50
"       (2006 GC)",2.195,0.5815,5.62,186.45,62.89,0.919,3.47,3.25,4753,0,33,,,24.00
"       (2006 GB1)",1.133,0.2882,0.83,76.35,220.65,0.807,1.46,1.21,24,7,42,,,23.60
"       (2006 GC1)",1.707,0.8172,5.98,196.10,232.91,0.312,3.10,2.23,5592,0,92,,,20.50
"       (2006 GU2)",1.08,0.2560,3.38,196.99,266.28,0.803,1.36,1.12,2,7,15,,,27.80
"       (2006 GT3)",1.722,0.3616,8.66,10.95,223.84,1.099,2.34,2.26,3265,0,37,,,21.30
"       (2006 HB)",2.292,0.4697,3.78,167.73,131.18,1.215,3.37,3.47,5345,0,882,,,18.93
"       (2006 HC)",1.111,0.0747,7.84,31.59,192.75,1.028,1.19,1.17,12,7,47,,,25.40
"       (2006 HC2)",1.71,0.4871,3.75,198.18,66.66,0.877,2.54,2.24,3432,0,78,,,21.77
"       (2006 HD2)",2.031,0.6013,4.02,30.19,95.85,0.810,3.25,2.89,1099,1,69,,,20.90
"       (2006 HE2)",1.065,0.1568,1.18,200.28,90.84,0.898,1.23,1.1,3,6,36,,,26.50
"       (2006 HV5)",0.8425,0.3156,32.02,35.94,317.51,0.577,1.11,0.773,6219,0,393,7,2,19.41
"       (2006 HW5)",2.399,0.5705,6.04,26.78,176.47,1.030,3.77,3.71,13,8,26,,,24.30
"       (2006 HY5)",1.75,0.3375,36.10,38.53,276.26,1.159,2.34,2.31,5299,1,48,,,20.20
"       (2006 HZ5)",1.202,0.2057,4.28,202.78,307.48,0.954,1.45,1.32,40,5,58,,,24.50
"       (2006 HA6)",3.274,0.6362,22.75,17.03,157.10,1.191,5.36,5.92,14,9,33,,,20.20
"       (2006 HF6)",1.406,0.5496,6.59,29.61,86.28,0.633,2.18,1.67,16,8,41,,,24.40
"       (2006 HJ18)",1.084,0.3173,10.25,75.16,28.93,0.740,1.43,1.13,6618,0,75,,,21.87
"       (2006 HQ30)",2.605,0.6070,12.09,85.29,180.54,1.024,4.19,4.2,59,5,213,,,21.20
"       (2006 HS30)",2.378,0.5757,2.33,208.49,20.39,1.009,3.75,3.67,2,8,37,,,28.00
"       (2006 HT30)",2.563,0.6184,1.64,73.56,224.00,0.978,4.15,4.1,1633,0,82,,,20.20
"       (2006 HV30)",1.592,0.3712,34.86,206.11,61.27,1.001,2.18,2.01,4,9,30,,,22.70
"       (2006 HX30)",1.485,0.3117,0.98,178.69,40.09,1.022,1.95,1.81,3318,0,55,,,26.20
"       (2006 HU50)",1.288,0.2470,5.91,46.89,214.43,0.970,1.61,1.46,7,7,73,,,24.70
"       (2006 HV50)",0.8487,0.2612,16.43,34.68,22.60,0.627,1.07,0.782,7,7,37,,,23.60
"       (2006 HW50)",1.234,0.1898,5.57,215.87,323.62,1.000,1.47,1.37,4076,0,89,,,24.40
"       (2006 HY50)",2.576,0.6312,25.63,43.63,78.70,0.950,4.20,4.13,199,5,40,,,19.54
"       (2006 HH56)",1.365,0.3245,23.85,40.63,238.34,0.922,1.81,1.59,1,8,33,,,24.00
"       (2006 HW57)",2.146,0.5191,7.12,250.91,34.04,1.032,3.26,3.14,1053,1,328,,,20.40
"       (2006 HX57)",1.8,0.4937,0.20,109.75,161.78,0.911,2.69,2.42,6209,0,120,,,25.33
"       (2006 HY57)",2.687,0.5629,26.15,220.77,11.90,1.174,4.20,4.4,88,6,78,,,20.80
"       (2006 JE)",1.776,0.7557,14.96,43.44,286.01,0.434,3.12,2.37,1,9,20,,,23.90
"       (2006 JO)",2.38,0.6689,8.25,41.30,248.05,0.788,3.97,3.67,1,8,32,,,25.10
"       (2006 JP)",1.696,0.3172,18.75,221.27,7.48,1.158,2.23,2.21,21,9,22,,,23.60
"       (2006 JU)",2.158,0.4685,5.36,213.46,90.10,1.147,3.17,3.17,6056,0,147,,,19.68
"       (2006 JM6)",2.03,0.4886,9.20,42.65,187.60,1.038,3.02,2.89,11,8,30,,,23.70
"       (2006 JN6)",1.705,0.3220,17.18,238.82,22.54,1.156,2.25,2.23,3430,0,149,,,20.40
"       (2006 JX25)",2.152,0.4327,3.07,43.94,262.85,1.221,3.08,3.16,6974,0,100,,,20.01
"       (2006 JZ25)",2.407,0.5479,10.31,337.91,305.75,1.088,3.73,3.73,5665,0,215,,,19.11
"       (2006 JV26)",2.016,0.7964,3.67,223.15,114.77,0.410,3.62,2.86,,8,67,,,25.20
"       (2006 JY26)",1.01,0.0831,1.44,43.46,273.65,0.926,1.09,1.02,4,3,77,,,28.40
"       (2006 JT41)",1.751,0.4018,1.79,117.43,80.90,1.048,2.46,2.32,20,7,23,,,24.50
"       (2006 JU41)",2.124,0.4286,7.59,51.88,236.38,1.214,3.03,3.1,1027,1,53,,,19.39
"       (2006 JE42)",2.629,0.5986,5.32,343.18,271.29,1.055,4.20,4.26,6185,0,81,,,20.01
"       (2006 JA91)",2.137,0.4338,7.20,224.02,59.99,1.210,3.06,3.12,22,7,16,,,19.82
"       (2006 KA)",1.633,0.5618,31.01,235.96,244.70,0.716,2.55,2.09,8158,1,81,,,19.31
"       (2006 KC)",1.221,0.4735,14.47,236.96,254.56,0.643,1.80,1.35,34,6,77,,,22.20
"       (2006 KE)",2.187,0.4937,19.45,232.45,70.46,1.107,3.27,3.23,4940,0,453,,,19.48
"       (2006 KB1)",2.467,0.6820,0.38,161.21,10.23,0.784,4.15,3.87,6,7,93,,,24.40
"       (2006 KP1)",2.149,0.5015,6.77,219.00,77.77,1.071,3.23,3.15,154,5,45,,,20.89
"       (2006 KQ1)",1.244,0.1754,9.61,88.62,18.35,1.026,1.46,1.39,6556,0,119,,,21.90
"       (2006 KS1)",1.47,0.3150,3.65,237.37,322.88,1.007,1.93,1.78,5855,0,54,,,25.41
"       (2006 KK21)",2.727,0.8703,12.45,188.92,285.83,0.354,5.10,4.5,6589,0,90,,,20.56
"       (2006 KP21)",2.063,0.5192,5.04,237.11,299.78,0.992,3.13,2.96,3,9,21,,,23.60
"       (2006 KS38)",1.431,0.4561,28.71,63.49,101.10,0.778,2.08,1.71,3,8,35,,,23.90
"       (2006 KA40)",2.354,0.4821,4.98,232.04,86.78,1.219,3.49,3.61,8964,0,240,,,19.51
"       (2006 KC40)",1.668,0.5293,8.82,77.89,260.47,0.785,2.55,2.15,21,7,32,,,23.20
"       (2006 KD40)",2.017,0.5129,21.11,86.68,217.93,0.982,3.05,2.86,7442,0,165,,,18.59
"       (2006 KY67)",2.072,0.5352,3.04,117.10,174.29,0.963,3.18,2.98,77,6,37,,,23.00
"       (2006 KJ89)",2.384,0.5455,2.99,163.34,95.66,1.083,3.68,3.68,61,6,37,,,23.90
"       (2006 KK89)",1.031,0.1790,17.06,62.13,318.61,0.846,1.22,1.05,2,9,19,,,22.50
"       (2006 KL89)",2.761,0.5384,13.74,83.96,155.71,1.274,4.25,4.59,6538,0,190,,,18.64
"       (2006 KM89)",1.598,0.2753,3.05,118.43,143.50,1.158,2.04,2.02,22,8,30,,,23.60
"       (2006 KN89)",1.793,0.5316,5.82,217.65,108.31,0.840,2.75,2.4,18,8,41,,,21.40
"       (2006 KF100)",1.891,0.3715,24.48,50.35,244.54,1.189,2.59,2.6,4773,0,84,,,20.24
"       (2006 KK103)",2.13,0.4628,8.13,70.13,210.64,1.144,3.12,3.11,50,7,27,,,22.50
"       (2006 KL103)",1.449,0.2851,0.35,50.69,182.88,1.036,1.86,1.74,3,8,23,,,25.50
"       (2006 KY112)",1.438,0.2509,20.19,75.56,170.35,1.077,1.80,1.72,26,8,25,,,21.30
"       (2006 LA)",1.697,0.8478,10.86,25.01,71.10,0.258,3.14,2.21,5557,0,91,,,18.60
"       (2006 LB)",1.678,0.3234,6.96,248.50,354.72,1.135,2.22,2.17,1,9,12,,,23.80
"       (2006 LC)",1.482,0.3578,11.77,249.73,52.24,0.952,2.01,1.8,15,8,45,,,23.10
"       (2006 LD)",1.231,0.1007,24.55,67.78,187.62,1.107,1.35,1.37,1,9,15,,,23.50
"       (2006 LF)",2.145,0.6518,7.97,199.21,350.00,0.747,3.54,3.14,2397,0,126,,,18.73
"       (2006 LH)",1.085,0.3159,7.82,95.34,264.63,0.742,1.43,1.13,9,8,27,,,24.80
"       (2006 LK)",2.858,0.6383,10.17,157.76,194.32,1.034,4.68,4.83,1829,0,51,,,19.70
"       (2006 LM)",1.712,0.4322,6.67,74.23,215.80,0.972,2.45,2.24,4,7,30,,,25.00
"       (2006 LD1)",2.317,0.7012,5.95,65.40,276.19,0.692,3.94,3.53,5289,0,97,,,20.90
"       (2006 MB)",1.114,0.0830,14.43,257.59,287.03,1.021,1.21,1.18,4911,1,99,,,22.60
"       (2006 MV1)",1.317,0.2419,4.27,264.51,31.73,0.999,1.64,1.51,3,7,17,,,26.80
"       (2006 MW1)",2.417,0.5193,19.54,96.57,173.27,1.162,3.67,3.76,5500,0,318,,,19.81
"       (2006 MY1)",2.051,0.4349,3.09,202.63,37.12,1.159,2.94,2.94,81,6,39,,,22.20
"       (2006 MS6)",2.635,0.5723,21.45,108.35,187.53,1.127,4.14,4.28,6226,0,95,,,19.21
"       (2006 MT6)",2.804,0.5512,6.10,112.09,195.25,1.258,4.35,4.7,5138,0,144,,,19.56
"       (2006 MH10)",1.246,0.1556,13.35,87.87,253.75,1.052,1.44,1.39,6505,0,61,,,22.05
"       (2006 MX13)",2.174,0.4672,5.75,8.13,318.98,1.158,3.19,3.2,5986,0,238,,,19.81
"       (2006 MY13)",1.263,0.6089,45.06,288.45,228.66,0.494,2.03,1.42,24,8,29,,,20.30
"       (2006 MA14)",2.121,0.4909,7.43,311.53,330.91,1.080,3.16,3.09,89,5,39,,,21.50
"       (2006 MB14)",1.034,0.1143,19.53,276.54,269.48,0.916,1.15,1.05,26,7,57,,,25.40
"       (2006 NL)",0.8477,0.5759,20.08,115.19,29.40,0.360,1.34,0.781,6615,0,346,1,1,19.97
"       (2006 OA1)",1.382,0.2652,35.73,115.22,236.86,1.015,1.75,1.62,7,9,27,,,22.30
"       (2006 OM1)",1.74,0.3874,33.30,303.39,324.00,1.066,2.41,2.3,48,6,54,,,21.60
"       (2006 ON1)",2.554,0.6090,3.50,287.69,51.68,0.999,4.11,4.08,1573,0,89,,,21.30
"       (2006 OK3)",1.678,0.5190,12.18,300.04,67.02,0.807,2.55,2.17,1,6,76,,,27.10
"       (2006 OX4)",1.605,0.2642,18.53,300.34,342.34,1.181,2.03,2.03,43,6,38,,,21.28
"       (2006 OY4)",2.368,0.5351,2.94,84.11,232.12,1.101,3.64,3.64,60,6,42,,,23.60
"       (2006 OZ4)",1.019,0.4287,17.24,278.57,141.64,0.582,1.46,1.03,2,9,46,,,21.70
"       (2006 OD5)",2.676,0.5409,10.30,143.22,224.51,1.229,4.12,4.38,4848,0,110,,,19.50
"       (2006 OF5)",2.753,0.5370,10.16,137.35,194.90,1.275,4.23,4.57,6530,0,251,,,19.16
"       (2006 OV5)",2.7,0.5745,15.26,156.45,154.08,1.149,4.25,4.44,4695,0,49,,,19.10
"       (2006 OB7)",2.107,0.5105,6.59,289.95,22.59,1.032,3.18,3.06,18,8,38,,,23.90
"       (2006 OC7)",2.198,0.5257,11.03,298.58,339.65,1.043,3.35,3.26,30,7,52,,,22.70
"       (2006 OE7)",1.535,0.7781,10.39,291.46,150.90,0.341,2.73,1.9,6254,0,54,,,19.99
"       (2006 OS9)",2.741,0.9062,19.24,123.36,39.52,0.257,5.22,4.54,8387,0,54,,,18.44
"       (2006 OT9)",1.124,0.1820,14.56,310.21,194.08,0.919,1.33,1.19,6625,0,186,,,19.94
"       (2006 OE10)",1.651,0.3583,2.48,323.53,333.30,1.059,2.24,2.12,6235,0,56,,,24.90
"       (2006 OG15)",2.541,0.6306,17.13,118.20,265.20,0.939,4.14,4.05,3120,0,113,,,19.82
"       (2006 PA1)",2.033,0.5505,2.43,322.18,85.89,0.914,3.15,2.9,3540,0,313,,,19.82
"       (2006 PB1)",3.011,0.5934,15.34,94.43,277.00,1.224,4.80,5.23,1808,1,42,,,19.20
"       (2006 PF1)",2.191,0.8754,14.53,125.28,335.21,0.273,4.11,3.24,5830,0,83,,,19.57
"       (2006 QA)",2.768,0.6219,5.31,133.71,216.49,1.047,4.49,4.61,39,7,34,,,23.20
"       (2006 QE)",1.139,0.5035,27.24,331.21,129.43,0.566,1.71,1.22,6247,0,491,,,19.66
"       (2006 QX5)",2.123,0.4542,5.99,326.10,6.52,1.159,3.09,3.09,58,6,41,,,23.80
"       (2006 QY5)",1.898,0.3423,1.73,145.92,227.58,1.249,2.55,2.62,4731,0,74,,,21.37
"       (2006 QQ23)",0.8039,0.2842,3.45,4.14,125.43,0.575,1.03,0.721,6555,0,113,,,19.76
"       (2006 QB31)",1.177,0.6119,24.70,340.96,228.55,0.457,1.90,1.28,34,6,61,,,21.05
"       (2006 QK33)",2.565,0.5896,14.70,150.68,192.88,1.053,4.08,4.11,7,9,15,,,24.02
"       (2006 QM33)",1.794,0.3077,40.20,154.85,174.21,1.242,2.35,2.4,4396,1,78,,,20.89
"       (2006 QK40)",2.121,0.5722,2.62,133.74,143.34,0.907,3.33,3.09,25,8,27,,,24.00
"       (2006 QQ56)",0.9851,0.0456,2.80,161.17,331.57,0.940,1.03,0.978,18,5,92,,,25.90
"       (2006 QZ57)",2.552,0.7700,2.42,270.84,324.52,0.587,4.52,4.08,5,9,32,,,22.70
"       (2006 QB58)",2.116,0.4803,5.90,337.45,325.15,1.100,3.13,3.08,27,8,25,,,23.90
"       (2006 QJ65)",2.617,0.6810,5.07,153.12,266.48,0.835,4.40,4.23,22,8,43,,,22.00
"       (2006 QE89)",1.955,0.5656,20.98,319.80,75.79,0.849,3.06,2.73,24,8,40,,,20.90
"       (2006 QS89)",1.778,0.3659,16.59,159.17,230.15,1.128,2.43,2.37,4547,0,72,,,21.09
"       (2006 QU89)",1.531,0.2746,14.79,162.16,79.45,1.110,1.95,1.89,6226,0,101,,,20.95
"       (2006 QV89)",1.193,0.2246,1.07,165.88,236.53,0.925,1.46,1.3,4730,0,76,0,1,25.50
"       (2006 QW89)",2.611,0.5742,4.97,123.85,138.61,1.112,4.11,4.22,6260,1,61,,,19.12
"       (2006 QM111)",2.624,0.7336,1.49,155.93,256.44,0.699,4.55,4.25,,8,67,,,27.60
"       (2006 QN111)",2.488,0.5981,11.75,143.84,171.77,1.000,3.98,3.92,7,9,14,,,23.80
"       (2006 RZ)",2.466,0.6420,9.01,197.35,221.13,0.883,4.05,3.87,3128,0,910,4,2,20.30
"       (2006 RK1)",1.949,0.5176,9.57,153.69,131.92,0.940,2.96,2.72,18,7,45,,,21.80
"       (2006 RH2)",1.086,0.0811,11.79,172.17,223.25,0.998,1.17,1.13,1,6,31,,,27.20
"       (2006 RH7)",2.204,0.7574,10.76,357.85,114.48,0.535,3.87,3.27,6100,0,120,,,20.79
"       (2006 RJ7)",1.832,0.5817,1.87,177.01,251.13,0.766,2.90,2.48,4,9,23,,,23.70
"       (2006 RA55)",2.438,0.4953,1.80,21.49,61.35,1.231,3.65,3.81,5472,0,212,,,19.68
"       (2006 RH120)",1.033,0.0245,0.59,51.21,10.03,1.008,1.06,1.05,281,1,133,0,3,29.50
"       (2006 SB)",1.151,0.1981,16.15,175.10,243.49,0.923,1.38,1.24,3,7,40,,,25.80
"       (2006 SC)",1.113,0.3502,10.43,350.76,265.27,0.724,1.50,1.17,27,6,107,,,25.10
"       (2006 SV5)",1.445,0.2931,4.83,182.20,208.27,1.021,1.87,1.74,96,5,137,,,23.10
"       (2006 SY5)",1.043,0.1524,7.56,335.83,175.57,0.884,1.20,1.07,6196,0,145,,,22.00
"       (2006 SE6)",0.8051,0.3456,4.82,347.23,183.19,0.527,1.08,0.722,4785,0,164,,,22.97
"       (2006 SF7)",1.046,0.2132,24.52,180.43,283.84,0.823,1.27,1.07,5490,0,79,,,22.41
"       (2006 SG7)",1.043,0.5617,4.76,2.05,133.58,0.457,1.63,1.07,6212,0,108,,,22.84
"       (2006 SH7)",2.485,0.5430,5.09,83.14,344.50,1.136,3.83,3.92,3030,0,337,,,19.86
"       (2006 SP19)",0.881,0.2929,4.59,357.91,166.58,0.623,1.14,0.827,31,7,35,,,24.20
"       (2006 SQ19)",2.353,0.5140,6.24,349.53,14.07,1.144,3.56,3.61,30,7,50,,,23.20
"       (2006 SR19)",2.817,0.5514,2.87,350.56,34.28,1.264,4.37,4.73,84,5,65,,,21.90
"       (2006 SS19)",2.79,0.5792,11.70,154.01,142.71,1.174,4.41,4.66,5171,0,236,,,18.95
"       (2006 SD25)",1.915,0.4677,1.45,296.56,37.57,1.019,2.81,2.65,39,6,78,,,24.00
"       (2006 SK61)",1.38,0.2638,0.35,304.30,62.94,1.016,1.74,1.62,4,7,48,,,26.10
"       (2006 SF77)",0.9215,0.3287,32.41,1.22,224.33,0.619,1.22,0.885,23,7,223,,,21.75
"       (2006 SG77)",2.833,0.5691,7.62,237.14,158.76,1.221,4.45,4.77,94,5,239,,,20.70
"       (2006 SO77)",1.817,0.4628,2.14,354.53,339.91,0.976,2.66,2.45,1,7,23,,,26.50
"       (2006 SO78)",1.88,0.5604,17.35,4.48,352.64,0.826,2.93,2.58,6494,0,60,,,19.07
"       (2006 SR78)",2.162,0.5604,20.06,13.31,268.30,0.950,3.37,3.18,32,6,48,,,20.20
"       (2006 SU114)",3.175,0.5914,3.80,346.32,56.94,1.297,5.05,5.66,6313,0,191,,,18.73
"       (2006 SN131)",2.123,0.5206,6.09,2.91,1.32,1.018,3.23,3.09,5,8,23,,,26.30
"       (2006 SP131)",1.123,0.3091,20.09,3.31,100.90,0.776,1.47,1.19,6,8,30,,,25.30
"       (2006 SQ131)",1.722,0.3052,12.84,184.93,166.54,1.196,2.25,2.26,22,7,39,,,22.60
"       (2006 SR131)",1.355,0.3379,0.63,184.76,121.34,0.897,1.81,1.58,7,7,64,,,28.00
"       (2006 SS131)",1.625,0.3817,4.73,183.36,159.59,1.005,2.25,2.07,4,8,16,,,25.70
"       (2006 ST131)",1.47,0.3167,32.88,194.42,265.76,1.004,1.94,1.78,5846,0,61,,,21.53
